complaint_id,complaint_text,category
1638,Ticket machine was not working at 8 AM near Pettah. Kindly look into this issue.,Ticketing Issue
1639,Conductor gave wrong ticket this morning at the bus stand. This is unacceptable.,Ticketing Issue
1640,Did not receive proper ticket during peak hours near Pettah. Kindly look into this issue.,Ticketing Issue
1641,Ticket machine was not working during peak hours at the bus stand. Please take action.,Ticketing Issue
1642,Ticket price was incorrect in the evening near Kandy. Please take action.,Ticketing Issue
1643,Did not receive proper ticket at the bus stand. Very disappointed.,Ticketing Issue
1644,Did not receive proper ticket around 5 PM on Galle Road,Ticketing Issue
1645,Ticket machine was not working around 5 PM. Please take action.,Ticketing Issue
1646,Conductor gave wrong ticket around 5 PM near Pettah. This is unacceptable.,Ticketing Issue
1647,Ticket price was incorrect around 5 PM on Galle Road,Ticketing Issue
1648,Ticket machine was not working today at the bus stand. Kindly look into this issue.,Ticketing Issue
1649,Did not receive proper ticket during peak hours at the bus stand. Please take action.,Ticketing Issue
1650,Ticket price was incorrect in the evening at the bus stand. Kindly look into this issue.,Ticketing Issue
1651,Ticket machine was not working during peak hours at the bus stand. Please take action.,Ticketing Issue
1652,Conductor gave wrong ticket at 8 AM near Pettah,Ticketing Issue
1653,Did not receive proper ticket in the evening near Pettah. Very disappointed.,Ticketing Issue
1654,Conductor gave wrong ticket this morning on Galle Road. Very disappointed.,Ticketing Issue
1655,Did not receive proper ticket in the evening near Colombo. Very disappointed.,Ticketing Issue
1656,Conductor gave wrong ticket last night near Colombo,Ticketing Issue
1657,Conductor gave wrong ticket during peak hours at the bus stand. This is unacceptable.,Ticketing Issue
1658,Did not receive proper ticket this morning. Very disappointed.,Ticketing Issue
1659,Conductor gave wrong ticket last night near Kandy. Please take action.,Ticketing Issue
1660,Ticket price was incorrect. Very disappointed.,Ticketing Issue
1661,Ticket machine was not working this morning at the bus stand. This is unacceptable.,Ticketing Issue
1662,Did not receive proper ticket today at the bus stand. Kindly look into this issue.,Ticketing Issue
1663,Did not receive proper ticket near Colombo. Kindly look into this issue.,Ticketing Issue
1664,I was overcharged this morning near Colombo,Ticketing Issue
1665,Ticket machine was not working at 8 AM near Pettah,Ticketing Issue
1666,I was overcharged this morning. This is unacceptable.,Ticketing Issue
1667,I was overcharged at 8 AM near Pettah,Ticketing Issue
1668,Did not receive proper ticket today at the bus stand. Very disappointed.,Ticketing Issue
1669,Conductor gave wrong ticket near Kandy,Ticketing Issue
1670,Conductor gave wrong ticket on Galle Road. Please take action.,Ticketing Issue
1671,Ticket price was incorrect last night. Please take action.,Ticketing Issue
1672,Ticket price was incorrect at 8 AM,Ticketing Issue
1673,I was overcharged last night near Pettah. Please take action.,Ticketing Issue
1674,Conductor gave wrong ticket this morning. This is unacceptable.,Ticketing Issue
1675,Ticket machine was not working this morning near Colombo. Please take action.,Ticketing Issue
1676,I was overcharged in the evening at the bus stand,Ticketing Issue
1677,I was overcharged today near Pettah. Very disappointed.,Ticketing Issue
1678,Did not receive proper ticket this morning on Galle Road. Very disappointed.,Ticketing Issue
1679,I was overcharged this morning on Galle Road. Very disappointed.,Ticketing Issue
1680,Conductor gave wrong ticket around 5 PM near Colombo. Please take action.,Ticketing Issue
1681,Ticket price was incorrect in the evening near Kandy. This is unacceptable.,Ticketing Issue
1682,Did not receive proper ticket at 8 AM. Kindly look into this issue.,Ticketing Issue
1683,Did not receive proper ticket this morning. This is unacceptable.,Ticketing Issue
1684,Conductor gave wrong ticket during peak hours near Pettah,Ticketing Issue
1685,Conductor gave wrong ticket on Galle Road,Ticketing Issue
1686,Ticket price was incorrect this morning at the bus stand. Very disappointed.,Ticketing Issue
1687,I was overcharged this morning near Kandy,Ticketing Issue
1688,Conductor gave wrong ticket last night near Pettah. Please take action.,Ticketing Issue
1689,Conductor gave wrong ticket in the evening near Kandy,Ticketing Issue
1690,Ticket machine was not working today near Colombo. Very disappointed.,Ticketing Issue
1691,Conductor gave wrong ticket around 5 PM at the bus stand. Please take action.,Ticketing Issue
1692,Ticket machine was not working last night near Pettah,Ticketing Issue
1693,Ticket machine was not working at 8 AM near Pettah. Kindly look into this issue.,Ticketing Issue
1694,Conductor gave wrong ticket today. Kindly look into this issue.,Ticketing Issue
1695,I was overcharged at 8 AM. Please take action.,Ticketing Issue
1696,Conductor gave wrong ticket around 5 PM at the bus stand. Kindly look into this issue.,Ticketing Issue
1697,Ticket price was incorrect around 5 PM on Galle Road. Kindly look into this issue.,Ticketing Issue
1698,Ticket machine was not working at 8 AM near Kandy. Kindly look into this issue.,Ticketing Issue
1699,Did not receive proper ticket last night on Galle Road. Kindly look into this issue.,Ticketing Issue
1700,Ticket price was incorrect last night. Kindly look into this issue.,Ticketing Issue
1701,Did not receive proper ticket this morning near Kandy. Please take action.,Ticketing Issue
1702,I was overcharged during peak hours near Pettah,Ticketing Issue
1703,Conductor gave wrong ticket around 5 PM,Ticketing Issue
1704,Ticket price was incorrect at 8 AM near Colombo,Ticketing Issue
1705,Ticket machine was not working at 8 AM near Colombo. This is unacceptable.,Ticketing Issue
1706,Ticket machine was not working in the evening at the bus stand. Very disappointed.,Ticketing Issue
1707,I was overcharged during peak hours near Colombo. Kindly look into this issue.,Ticketing Issue
1708,Did not receive proper ticket this morning near Pettah. Please take action.,Ticketing Issue
1709,I was overcharged. Please take action.,Ticketing Issue
1710,Conductor gave wrong ticket at 8 AM near Kandy. This is unacceptable.,Ticketing Issue
1711,Ticket price was incorrect during peak hours at the bus stand. Please take action.,Ticketing Issue
1712,Ticket machine was not working last night at the bus stand. Please take action.,Ticketing Issue
1713,I was overcharged in the evening near Pettah. Kindly look into this issue.,Ticketing Issue
1714,Conductor gave wrong ticket at 8 AM near Colombo. Very disappointed.,Ticketing Issue
1715,Conductor gave wrong ticket this morning. This is unacceptable.,Ticketing Issue
1716,Conductor gave wrong ticket last night. This is unacceptable.,Ticketing Issue
1717,Conductor gave wrong ticket at 8 AM near Kandy. Please take action.,Ticketing Issue
1718,I was overcharged during peak hours on Galle Road. Please take action.,Ticketing Issue
1719,Ticket price was incorrect around 5 PM near Colombo. This is unacceptable.,Ticketing Issue
1720,Ticket price was incorrect around 5 PM at the bus stand. Very disappointed.,Ticketing Issue
1721,I was overcharged near Kandy. Very disappointed.,Ticketing Issue
1722,Did not receive proper ticket today near Pettah. This is unacceptable.,Ticketing Issue
1723,Conductor gave wrong ticket this morning,Ticketing Issue
1724,Conductor gave wrong ticket this morning at the bus stand. Kindly look into this issue.,Ticketing Issue
1725,Ticket machine was not working at the bus stand. Very disappointed.,Ticketing Issue
1726,Did not receive proper ticket at 8 AM at the bus stand. Please take action.,Ticketing Issue
1727,Ticket price was incorrect at 8 AM near Colombo. Kindly look into this issue.,Ticketing Issue
1728,Did not receive proper ticket at 8 AM. Kindly look into this issue.,Ticketing Issue
1729,Did not receive proper ticket in the evening at the bus stand. Kindly look into this issue.,Ticketing Issue
1730,Conductor gave wrong ticket today at the bus stand. Please take action.,Ticketing Issue
1731,Ticket price was incorrect this morning near Colombo. Please take action.,Ticketing Issue
1732,Ticket price was incorrect today near Colombo. This is unacceptable.,Ticketing Issue
1733,Conductor gave wrong ticket near Kandy. Kindly look into this issue.,Ticketing Issue
1734,I was overcharged last night at the bus stand. Very disappointed.,Ticketing Issue
1735,Ticket machine was not working this morning near Pettah. Please take action.,Ticketing Issue
1736,Conductor gave wrong ticket at 8 AM. Please take action.,Ticketing Issue
1737,I was overcharged during peak hours. Please take action.,Ticketing Issue
1738,Ticket machine was not working in the evening at the bus stand. Kindly look into this issue.,Ticketing Issue
1739,Ticket price was incorrect around 5 PM. Please take action.,Ticketing Issue
1740,Ticket machine was not working today near Colombo. This is unacceptable.,Ticketing Issue
1741,Did not receive proper ticket during peak hours at the bus stand. Very disappointed.,Ticketing Issue
1742,Ticket machine was not working at 8 AM on Galle Road. This is unacceptable.,Ticketing Issue
1743,Ticket machine was not working this morning near Kandy. Very disappointed.,Ticketing Issue
1744,Ticket price was incorrect during peak hours near Kandy. Very disappointed.,Ticketing Issue
1745,Ticket machine was not working today at the bus stand. Please take action.,Ticketing Issue
1746,Conductor gave wrong ticket today on Galle Road. Please take action.,Ticketing Issue
1747,Ticket machine was not working during peak hours near Pettah. Very disappointed.,Ticketing Issue
1748,I was overcharged today,Ticketing Issue
1749,Conductor gave wrong ticket in the evening near Kandy. Kindly look into this issue.,Ticketing Issue
1750,Ticket machine was not working during peak hours near Colombo. Very disappointed.,Ticketing Issue
1751,Bus broke down midway today near Colombo. Kindly look into this issue.,Other
1752,AC was not working this morning near Pettah. Very disappointed.,Other
1753,AC was not working today. Kindly look into this issue.,Other
1754,Strange noise from engine last night near Kandy. Kindly look into this issue.,Other
1755,Strange noise from engine today near Kandy. Please take action.,Other
1756,AC was not working this morning near Pettah,Other
1757,Bus stopped suddenly around 5 PM. Kindly look into this issue.,Other
1758,Lights inside bus not working today at the bus stand. Please take action.,Other
1759,Strange noise from engine during peak hours at the bus stand. This is unacceptable.,Other
1760,Strange noise from engine around 5 PM on Galle Road. This is unacceptable.,Other
1761,Bus broke down midway around 5 PM at the bus stand. Very disappointed.,Other
1762,Strange noise from engine this morning near Kandy. This is unacceptable.,Other
1763,AC was not working on Galle Road. Kindly look into this issue.,Other
1764,AC was not working today. Very disappointed.,Other
1765,Strange noise from engine this morning near Colombo,Other
1766,AC was not working at 8 AM near Pettah. Please take action.,Other
1767,Strange noise from engine at 8 AM near Colombo. Kindly look into this issue.,Other
1768,Strange noise from engine during peak hours,Other
1769,Strange noise from engine last night on Galle Road. This is unacceptable.,Other
1770,Bus stopped suddenly at 8 AM near Colombo,Other
1771,Bus broke down midway during peak hours at the bus stand,Other
1772,Bus stopped suddenly at 8 AM on Galle Road. Kindly look into this issue.,Other
1773,Bus stopped suddenly around 5 PM near Pettah. Please take action.,Other
1774,Strange noise from engine at the bus stand,Other
1775,Lights inside bus not working at 8 AM near Pettah. Please take action.,Other
1776,Lights inside bus not working at the bus stand. Kindly look into this issue.,Other
1777,Strange noise from engine in the evening near Colombo. Very disappointed.,Other
1778,Lights inside bus not working during peak hours near Pettah. Very disappointed.,Other
1779,AC was not working in the evening near Kandy. Very disappointed.,Other
1780,AC was not working at 8 AM near Kandy. Please take action.,Other
1781,Bus stopped suddenly last night at the bus stand. Please take action.,Other
1782,Bus stopped suddenly this morning. This is unacceptable.,Other
1783,AC was not working today,Other
1784,AC was not working during peak hours on Galle Road,Other
1785,Strange noise from engine near Pettah. Kindly look into this issue.,Other
1786,Strange noise from engine in the evening near Pettah. Very disappointed.,Other
1787,Strange noise from engine during peak hours near Kandy. Very disappointed.,Other
1788,Bus stopped suddenly this morning near Kandy. This is unacceptable.,Other
1789,Bus stopped suddenly today,Other
1790,Lights inside bus not working around 5 PM near Pettah. Very disappointed.,Other
1791,AC was not working today near Pettah. Please take action.,Other
1792,Strange noise from engine in the evening near Kandy. Please take action.,Other
1793,Strange noise from engine at 8 AM at the bus stand,Other
1794,Lights inside bus not working in the evening near Colombo,Other
1795,Bus stopped suddenly in the evening near Kandy. This is unacceptable.,Other
1796,Bus stopped suddenly in the evening near Colombo. Kindly look into this issue.,Other
1797,AC was not working in the evening on Galle Road. Kindly look into this issue.,Other
1798,Bus stopped suddenly during peak hours near Colombo. Kindly look into this issue.,Other
1799,Bus stopped suddenly at 8 AM near Kandy. Please take action.,Other
1800,Strange noise from engine during peak hours on Galle Road. Very disappointed.,Other
1801,AC was not working during peak hours near Pettah,Other
1802,Bus broke down midway at 8 AM near Colombo. This is unacceptable.,Other
1803,Bus stopped suddenly at 8 AM on Galle Road. Very disappointed.,Other
1804,Bus broke down midway on Galle Road. Very disappointed.,Other
1805,Bus stopped suddenly this morning at the bus stand. Kindly look into this issue.,Other
1806,AC was not working last night near Colombo. Very disappointed.,Other
1807,Bus stopped suddenly in the evening on Galle Road. Kindly look into this issue.,Other
1808,Bus stopped suddenly this morning near Colombo. Very disappointed.,Other
1809,Bus stopped suddenly on Galle Road. This is unacceptable.,Other
1810,Bus broke down midway at 8 AM. This is unacceptable.,Other
1811,AC was not working during peak hours near Colombo. Kindly look into this issue.,Other
1812,AC was not working at the bus stand. Very disappointed.,Other
1813,Bus broke down midway in the evening. Kindly look into this issue.,Other
1814,Bus stopped suddenly this morning near Colombo. Very disappointed.,Other
1815,Bus stopped suddenly at 8 AM near Kandy. Kindly look into this issue.,Other
1816,Bus broke down midway near Kandy. Very disappointed.,Other
1817,AC was not working at the bus stand. This is unacceptable.,Other
1818,AC was not working during peak hours near Pettah. Very disappointed.,Other
1819,Strange noise from engine last night on Galle Road. Kindly look into this issue.,Other
1820,Strange noise from engine around 5 PM near Pettah. This is unacceptable.,Other
1821,Bus broke down midway this morning. Kindly look into this issue.,Other
1822,Strange noise from engine in the evening on Galle Road. This is unacceptable.,Other
1823,AC was not working in the evening at the bus stand. Very disappointed.,Other
1824,Bus stopped suddenly today at the bus stand. Very disappointed.,Other
1825,Strange noise from engine around 5 PM. Kindly look into this issue.,Other
1826,Lights inside bus not working at 8 AM on Galle Road. Please take action.,Other
1827,AC was not working during peak hours near Kandy. This is unacceptable.,Other
1828,AC was not working. This is unacceptable.,Other
1829,Bus broke down midway today on Galle Road. Please take action.,Other
1830,Bus broke down midway today on Galle Road. This is unacceptable.,Other
1831,AC was not working around 5 PM near Colombo. Kindly look into this issue.,Other
1832,Strange noise from engine near Colombo. Please take action.,Other
1833,Strange noise from engine near Colombo. Please take action.,Other
1834,Bus stopped suddenly today near Colombo. Kindly look into this issue.,Other
1835,Strange noise from engine at 8 AM on Galle Road. Please take action.,Other
1836,Strange noise from engine today on Galle Road. This is unacceptable.,Other
1837,Lights inside bus not working around 5 PM on Galle Road. Kindly look into this issue.,Other
1838,Bus stopped suddenly last night near Kandy. This is unacceptable.,Other
1839,Bus stopped suddenly last night. Kindly look into this issue.,Other
1840,Lights inside bus not working around 5 PM at the bus stand. Kindly look into this issue.,Other
1841,Lights inside bus not working last night on Galle Road. This is unacceptable.,Other
1842,Bus stopped suddenly last night. Kindly look into this issue.,Other
1843,AC was not working at 8 AM near Colombo,Other
1844,AC was not working this morning on Galle Road. Very disappointed.,Other
1845,Bus stopped suddenly this morning near Pettah. This is unacceptable.,Other
1846,AC was not working during peak hours near Kandy. Please take action.,Other
1847,Strange noise from engine last night. Very disappointed.,Other
1848,Bus broke down midway during peak hours near Colombo. Kindly look into this issue.,Other
1849,Strange noise from engine today near Kandy. Kindly look into this issue.,Other
1850,Bus broke down midway near Pettah,Other
1851,Lights inside bus not working last night near Pettah. Please take action.,Other
1852,Lights inside bus not working during peak hours near Pettah. This is unacceptable.,Other
1853,Bus stopped suddenly last night near Pettah. Very disappointed.,Other
1854,Lights inside bus not working near Kandy. Please take action.,Other
1855,Lights inside bus not working last night near Kandy. Very disappointed.,Other
1856,Bus broke down midway during peak hours near Colombo,Other
1857,Strange noise from engine during peak hours at the bus stand. Kindly look into this issue.,Other
1858,Lights inside bus not working today at the bus stand. Very disappointed.,Other
1859,Bus stopped suddenly during peak hours near Colombo. Very disappointed.,Other
1860,AC was not working at 8 AM at the bus stand. This is unacceptable.,Other
1861,Strange noise from engine at 8 AM at the bus stand. Kindly look into this issue.,Other
1862,Bus broke down midway today near Pettah. Please take action.,Other
1863,Strange noise from engine this morning near Colombo,Other
1864,Bus broke down midway this morning near Kandy. Very disappointed.,Other
1865,Lights inside bus not working in the evening on Galle Road,Other
1866,Lights inside bus not working in the evening at the bus stand. Very disappointed.,Other
1867,Bus broke down midway around 5 PM at the bus stand. Please take action.,Other
1868,Lights inside bus not working this morning on Galle Road. Kindly look into this issue.,Other
1869,AC was not working in the evening on Galle Road. This is unacceptable.,Other
1870,Bus broke down midway at 8 AM near Pettah. Please take action.,Other
1871,Strange noise from engine at 8 AM near Colombo. Very disappointed.,Other
1872,Lights inside bus not working this morning at the bus stand. This is unacceptable.,Other
1873,Bus broke down midway today near Pettah. Please take action.,Other
1874,Bus broke down midway at 8 AM near Kandy. Very disappointed.,Other
1875,Lights inside bus not working at 8 AM near Kandy. Very disappointed.,Other
1876,Strange noise from engine at 8 AM near Kandy. Kindly look into this issue.,Other
1877,Bus stopped suddenly this morning near Pettah. Very disappointed.,Other
1878,Bus broke down midway at 8 AM,Other
1879,Lights inside bus not working around 5 PM at the bus stand. Please take action.,Other
1880,Bus stopped suddenly around 5 PM at the bus stand. Please take action.,Other
1881,AC was not working last night. Please take action.,Other
1882,Strange noise from engine during peak hours at the bus stand,Other
1883,Bus stopped suddenly this morning at the bus stand. Kindly look into this issue.,Other
1884,Bus broke down midway at 8 AM on Galle Road. Very disappointed.,Other
1885,Bus stopped suddenly at 8 AM at the bus stand. Please take action.,Other
1886,Lights inside bus not working at 8 AM near Kandy. Kindly look into this issue.,Other
1887,Strange noise from engine in the evening. Kindly look into this issue.,Other
1888,Strange noise from engine in the evening near Kandy. This is unacceptable.,Other
1889,AC was not working today near Kandy. Very disappointed.,Other
1890,Lights inside bus not working last night near Colombo. Kindly look into this issue.,Other
1891,Lights inside bus not working today near Pettah. Very disappointed.,Other
1892,Lights inside bus not working. Very disappointed.,Other
1893,Bus stopped suddenly last night. Very disappointed.,Other
1894,Lights inside bus not working in the evening near Colombo. Kindly look into this issue.,Other
1895,Bus broke down midway this morning. Very disappointed.,Other
1896,Bus stopped suddenly during peak hours on Galle Road. This is unacceptable.,Other
1897,Lights inside bus not working around 5 PM at the bus stand. Kindly look into this issue.,Other
1898,Strange noise from engine at 8 AM at the bus stand. Very disappointed.,Other
1899,Lights inside bus not working at 8 AM on Galle Road. Very disappointed.,Other
1900,AC was not working today near Kandy. This is unacceptable.,Other
1901,Lights inside bus not working near Colombo. Please take action.,Other
1902,Bus stopped suddenly near Colombo. Very disappointed.,Other
1903,Bus broke down midway this morning at the bus stand. This is unacceptable.,Other
1904,AC was not working last night near Kandy,Other
1905,Lights inside bus not working at 8 AM near Kandy. This is unacceptable.,Other
1906,Bus stopped suddenly around 5 PM near Colombo. Very disappointed.,Other
1907,AC was not working at 8 AM near Colombo. Kindly look into this issue.,Other
1908,AC was not working at 8 AM at the bus stand,Other
1909,Strange noise from engine this morning near Kandy. Kindly look into this issue.,Other
1910,AC was not working during peak hours near Kandy,Other
1911,Bus stopped suddenly in the evening near Pettah. Very disappointed.,Other
1912,Lights inside bus not working this morning near Pettah. Kindly look into this issue.,Other
1913,Bus broke down midway today at the bus stand,Other
1914,Bus broke down midway on Galle Road. Please take action.,Other
1915,Lights inside bus not working this morning on Galle Road. Very disappointed.,Other
1916,Bus broke down midway during peak hours near Kandy,Other
1917,Strange noise from engine this morning near Colombo. Kindly look into this issue.,Other
1918,Bus stopped suddenly at 8 AM at the bus stand. This is unacceptable.,Other
1919,Bus stopped suddenly this morning,Other
1920,AC was not working around 5 PM near Kandy. Please take action.,Other
1921,Strange noise from engine around 5 PM near Colombo. Kindly look into this issue.,Other
1922,Lights inside bus not working this morning near Pettah. Very disappointed.,Other
1923,Lights inside bus not working at 8 AM near Pettah. This is unacceptable.,Other
1924,Strange noise from engine at 8 AM at the bus stand. Very disappointed.,Other
1925,Bus stopped suddenly this morning on Galle Road. Very disappointed.,Other
1926,Bus broke down midway last night near Kandy. Very disappointed.,Other
1927,AC was not working at the bus stand. Very disappointed.,Other
1928,Lights inside bus not working today. Very disappointed.,Other
1929,Bus broke down midway around 5 PM at the bus stand. Please take action.,Other
1930,Bus broke down midway. This is unacceptable.,Other
1931,Strange noise from engine last night on Galle Road. Kindly look into this issue.,Other
1932,AC was not working during peak hours near Kandy. Kindly look into this issue.,Other
1933,Strange noise from engine in the evening on Galle Road,Other
1934,AC was not working this morning near Kandy. Kindly look into this issue.,Other
1935,Lights inside bus not working in the evening near Colombo. This is unacceptable.,Other
1936,AC was not working in the evening near Kandy. This is unacceptable.,Other
1937,Lights inside bus not working at 8 AM near Pettah. Kindly look into this issue.,Other
1938,Lights inside bus not working last night. This is unacceptable.,Other
1939,Bus broke down midway today at the bus stand. This is unacceptable.,Other
1940,AC was not working at 8 AM near Kandy. Please take action.,Other
1941,AC was not working near Pettah. Very disappointed.,Other
1942,Bus broke down midway last night near Colombo,Other
1943,Lights inside bus not working at 8 AM on Galle Road. Kindly look into this issue.,Other
1944,Lights inside bus not working at 8 AM. Kindly look into this issue.,Other
1945,Lights inside bus not working around 5 PM at the bus stand,Other
1946,Bus stopped suddenly around 5 PM. Kindly look into this issue.,Other
1947,Strange noise from engine at 8 AM near Kandy. This is unacceptable.,Other
1948,Lights inside bus not working. Very disappointed.,Other
1949,Bus stopped suddenly today near Kandy. Kindly look into this issue.,Other
1950,Bus stopped suddenly near Pettah. Very disappointed.,Other
1951,Strange noise from engine last night on Galle Road. Very disappointed.,Other
1952,AC was not working. Kindly look into this issue.,Other
1953,Strange noise from engine near Pettah. Very disappointed.,Other
1954,Strange noise from engine today on Galle Road. Please take action.,Other
1955,Strange noise from engine at 8 AM. Very disappointed.,Other
1956,Lights inside bus not working near Colombo. Please take action.,Other
1957,AC was not working,Other
1958,AC was not working in the evening near Pettah. This is unacceptable.,Other
1959,AC was not working this morning near Pettah. Kindly look into this issue.,Other
1960,Bus stopped suddenly today near Colombo. Very disappointed.,Other
1961,Lights inside bus not working around 5 PM at the bus stand. This is unacceptable.,Other
1962,AC was not working today at the bus stand. Very disappointed.,Other
1963,Strange noise from engine in the evening on Galle Road. Very disappointed.,Other
1964,Bus stopped suddenly around 5 PM. This is unacceptable.,Other
1965,Bus stopped suddenly during peak hours near Colombo,Other
1966,Strange noise from engine around 5 PM. This is unacceptable.,Other
1967,Bus broke down midway today at the bus stand. This is unacceptable.,Other
1968,Bus stopped suddenly in the evening near Pettah. Please take action.,Other
1969,AC was not working during peak hours near Kandy. Very disappointed.,Other
1970,AC was not working in the evening at the bus stand. Very disappointed.,Other
1971,Lights inside bus not working in the evening near Pettah. Kindly look into this issue.,Other
1972,Bus broke down midway during peak hours. Kindly look into this issue.,Other
1973,Strange noise from engine during peak hours. Please take action.,Other
1974,Strange noise from engine at 8 AM at the bus stand. Very disappointed.,Other
1975,Lights inside bus not working around 5 PM near Colombo. Very disappointed.,Other
1976,Lights inside bus not working at 8 AM at the bus stand. Please take action.,Other
1977,AC was not working during peak hours near Colombo,Other
1978,Lights inside bus not working near Colombo. This is unacceptable.,Other
1979,Bus broke down midway around 5 PM near Pettah,Other
1980,Strange noise from engine this morning near Colombo. Kindly look into this issue.,Other
1981,Bus stopped suddenly today near Kandy. Kindly look into this issue.,Other
1982,Bus broke down midway. This is unacceptable.,Other
1983,Strange noise from engine around 5 PM at the bus stand. Very disappointed.,Other
1984,Bus stopped suddenly in the evening at the bus stand,Other
1985,Bus stopped suddenly in the evening at the bus stand. Very disappointed.,Other
1986,AC was not working in the evening on Galle Road. Very disappointed.,Other
1987,Strange noise from engine during peak hours near Pettah. Please take action.,Other
1988,Bus stopped suddenly,Other
1989,Lights inside bus not working during peak hours at the bus stand. This is unacceptable.,Other
1990,Bus broke down midway at the bus stand. Please take action.,Other
1991,Bus stopped suddenly in the evening near Kandy. Please take action.,Other
1992,Bus broke down midway at 8 AM at the bus stand. Kindly look into this issue.,Other
1993,Bus broke down midway in the evening. This is unacceptable.,Other
1994,Strange noise from engine around 5 PM near Colombo. This is unacceptable.,Other
1995,Strange noise from engine in the evening near Pettah. Very disappointed.,Other
1996,Strange noise from engine today on Galle Road,Other
1997,AC was not working around 5 PM on Galle Road. Very disappointed.,Other
1998,Bus broke down midway during peak hours near Colombo. This is unacceptable.,Other
1999,Strange noise from engine during peak hours on Galle Road. Kindly look into this issue.,Other
2000,Lights inside bus not working in the evening at the bus stand. Please take action.,Other
